,LABID,FIELDID,Animal_ID,SOURCE,Collection_Method,CONTACT_NAME,Organization,Label,LAB,SpCode,SpType,Species_Type,SpName,Genus,Species,CommonName,USE,Restrict_Description,YR,MO,DA,Location,City,Island,County,State,Country,Latitude,Latitude_Precision,Latitude_Precision_Unit,Longitude,Longitude_Precision,Longitude_Precision_Unit,OBasin,Ocean_Basin,SEX,Gender_Determination,ACCESSIONDATE,GENBANK.,GENBANK1,GENBANK2,GENBANK3,COMMENTS,Record_Creation_Date,Edit_User,Edit_Date
2394,79998,RWB2009APR26.04,222311,BIOPSY-CASCADIA-BAIRD,BIOPSY (PROJECTILE),NA,NA,NA,ARC,18,C,CETACEA,T tru,Tursiops,truncatus,Bottlenose dolphin,Y,Donator requested that PI request permission to use in study,2009,4,26,,,,,HAWAII,UNITED STATES OF AMERICA,19.933333,1,Minute,-156.033333,1,Minute,1,North Pacific,F,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,8/13/09 0:00,,NA,NA,NA,,5/31/12 16:19,Dan Prosperi,9/17/21 8:04
2416,88612,RWB2009OCT31.02,223056,BIOPSY-CASCADIA-BAIRD,BIOPSY (PROJECTILE),NA,NA,NA,ARC,18,C,CETACEA,T tru,Tursiops,truncatus,Bottlenose dolphin,Y,Donator requested that PI request permission to use in study,2009,10,31,,,,,HAWAII,UNITED STATES OF AMERICA,19.433333,1,Minute,-155.933333,1,Minute,1,North Pacific,M,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,11/9/09 0:00,,NA,NA,NA,,5/31/12 16:22,Dan Prosperi,9/17/21 8:04
2556,102482,RWB2010OCT14.01,226685,BIOPSY-CASCADIA-BAIRD,BIOPSY (PROJECTILE),NA,NA,NA,ARC,18,C,CETACEA,T tru,Tursiops,truncatus,Bottlenose dolphin,Y,Donator requested that PI request permission to use in study,2010,10,14,,,,,HAWAII,UNITED STATES OF AMERICA,21.4,1,Minute,-158.233333,1,Minute,1,North Pacific,F,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,11/11/10 0:00,,NA,NA,NA,"Same individual as Z102499, confirmed genetically",5/31/12 16:26,Dan Prosperi,9/17/21 8:04
2595,103984,RWB2011OCT31.02,227562,BIOPSY-CASCADIA-BAIRD,BIOPSY (PROJECTILE),NA,NA,NA,ARC,18,C,CETACEA,T tru,Tursiops,truncatus,Bottlenose dolphin,Y,Donator requested that PI request permission to use in study,2011,10,31,,,,,HAWAII,UNITED STATES OF AMERICA,19.766666,1,Minute,-156.083333,1,Minute,1,North Pacific,M,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,1/6/12 0:00,,NA,NA,NA,,5/31/12 16:26,Dan Prosperi,9/17/21 8:04
2596,103985,RWB2011OCT31.03,227563,BIOPSY-CASCADIA-BAIRD,BIOPSY (PROJECTILE),NA,NA,NA,ARC,18,C,CETACEA,T tru,Tursiops,truncatus,Bottlenose dolphin,Y,Donator requested that PI request permission to use in study,2011,10,31,,,,,HAWAII,UNITED STATES OF AMERICA,19.766666,1,Minute,-156.083333,1,Minute,1,North Pacific,F,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,1/6/12 0:00,,NA,NA,NA,,5/31/12 16:26,Dan Prosperi,9/17/21 8:04
2597,103986,RWB2011OCT31.04,227564,BIOPSY-CASCADIA-BAIRD,BIOPSY (PROJECTILE),NA,NA,NA,ARC,18,C,CETACEA,T tru,Tursiops,truncatus,Bottlenose dolphin,Y,Donator requested that PI request permission to use in study,2011,10,31,,,,,HAWAII,UNITED STATES OF AMERICA,19.783333,1,Minute,-156.066666,1,Minute,1,North Pacific,M,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,1/6/12 0:00,,NA,NA,NA,,5/31/12 16:26,Dan Prosperi,9/17/21 8:04
2887,107857,RWB2012MAY12.02,229635,BIOPSY-CASCADIA-BAIRD,BIOPSY (PROJECTILE),NA,NA,NA,ARC,18,C,CETACEA,T tru,Tursiops,truncatus,Bottlenose dolphin,Y,Donator requested that PI request permission to use in study,2012,5,12,,,,,HAWAII,UNITED STATES OF AMERICA,20.016666,1,Minute,-155.983333,1,Minute,1,North Pacific,M,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,6/11/12 0:00,,NA,NA,NA,,6/11/12 12:27,Dan Prosperi,9/17/21 8:04
2914,113578,RWB2012MAY20.01,230303,BIOPSY-CASCADIA-BAIRD,BIOPSY (PROJECTILE),NA,NA,NA,ARC,18,C,CETACEA,T tru,Tursiops,truncatus,Bottlenose dolphin,Y,Donator requested that PI request permission to use in study,2012,5,20,,,,,HAWAII,UNITED STATES OF AMERICA,20.02011,1.00E-05,DEGREE,-156.00131,1.00E-05,DEGREE,1,North Pacific,M,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,12/4/12 0:00,,NA,NA,NA,,12/4/12 12:15,Dan Prosperi,9/17/21 8:04
2927,113652,RWB2012DEC13.01,230364,BIOPSY-CASCADIA-BAIRD,BIOPSY (PROJECTILE),NA,NA,NA,ARC,18,C,CETACEA,T tru,Tursiops,truncatus,Bottlenose dolphin,Y,Donator requested that PI request permission to use in study,2012,12,13,,,Lanai,,HAWAII,UNITED STATES OF AMERICA,20.7487,1.00E-04,DEGREE,-156.85055,1.00E-05,DEGREE,1,North Pacific,M,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,1/11/13 0:00,,NA,NA,NA,TtTag006,1/11/13 16:54,Dan Prosperi,9/17/21 8:04
3339,133152,RWB2011JUL22.01,234756,BIOPSY-CASCADIA-BAIRD,BIOPSY (PROJECTILE),NA,NA,NA,ARC,18,C,CETACEA,T tru,Tursiops,truncatus,Bottlenose dolphin,Y,Donator requested that PI request permission to use in study,2011,8,22,OFF KAUAI COAST,,,,HAWAII,UNITED STATES OF AMERICA,21.966666,1,Minute,-159.733333,1,Minute,1,North Pacific,M,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,10/11/11 0:00,,NA,NA,NA,,5/31/12 16:30,Dan Prosperi,9/17/21 8:04
3340,133153,RWB2011JUL22.02,234757,BIOPSY-CASCADIA-BAIRD,BIOPSY (PROJECTILE),NA,NA,NA,ARC,18,C,CETACEA,T tru,Tursiops,truncatus,Bottlenose dolphin,Y,Donator requested that PI request permission to use in study,2011,8,22,OFF KAUAI COAST,,,,HAWAII,UNITED STATES OF AMERICA,21.966666,1,Minute,-159.75,1,Minute,1,North Pacific,M,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,10/11/11 0:00,,NA,NA,NA,,5/31/12 16:30,Dan Prosperi,9/17/21 8:04
3341,133157,RWB2011JUL25.01,234761,BIOPSY-CASCADIA-BAIRD,BIOPSY (PROJECTILE),NA,NA,NA,ARC,18,C,CETACEA,T tru,Tursiops,truncatus,Bottlenose dolphin,Y,Donator requested that PI request permission to use in study,2011,8,25,OFF KAUAI COAST,,,,HAWAII,UNITED STATES OF AMERICA,22.03993,1.00E-05,Degree,-160.13552,1.00E-05,Degree,1,North Pacific,M,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,10/11/11 0:00,,NA,NA,NA,,5/31/12 16:30,Dan Prosperi,9/17/21 8:04
3342,133158,RWB2011JUL25.02,234762,BIOPSY-CASCADIA-BAIRD,BIOPSY (PROJECTILE),NA,NA,NA,ARC,18,C,CETACEA,T tru,Tursiops,truncatus,Bottlenose dolphin,Y,Donator requested that PI request permission to use in study,2011,8,25,OFF KAUAI COAST,,,,HAWAII,UNITED STATES OF AMERICA,21.9981,1.00E-04,Degree,-160.14203,1.00E-05,Degree,1,North Pacific,F,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,10/11/11 0:00,,NA,NA,NA,,5/31/12 16:30,Dan Prosperi,9/17/21 8:04
3343,133159,RWB2011JUL25.03,234763,BIOPSY-CASCADIA-BAIRD,BIOPSY (PROJECTILE),NA,NA,NA,ARC,18,C,CETACEA,T tru,Tursiops,truncatus,Bottlenose dolphin,Y,Donator requested that PI request permission to use in study,2011,8,25,OFF KAUAI COAST,,,,HAWAII,UNITED STATES OF AMERICA,21.9804,1.00E-04,Degree,-160.14815,1.00E-05,Degree,1,North Pacific,M,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,10/11/11 0:00,,NA,NA,NA,,5/31/12 16:30,Dan Prosperi,9/17/21 8:04
3344,133162,RWB2011JUL28.01,234766,BIOPSY-CASCADIA-BAIRD,BIOPSY (PROJECTILE),NA,NA,NA,ARC,18,C,CETACEA,T tru,Tursiops,truncatus,Bottlenose dolphin,Y,Donator requested that PI request permission to use in study,2011,8,28,OFF KAUAI COAST,,,,HAWAII,UNITED STATES OF AMERICA,22.083333,1,Minute,-159.816666,1,Minute,1,North Pacific,M,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,10/11/11 0:00,,NA,NA,NA,,5/31/12 16:30,Dan Prosperi,9/17/21 8:04
3345,133163,RWB2011JUL28.02,234767,BIOPSY-CASCADIA-BAIRD,BIOPSY (PROJECTILE),NA,NA,NA,ARC,18,C,CETACEA,T tru,Tursiops,truncatus,Bottlenose dolphin,Y,Donator requested that PI request permission to use in study,2011,8,28,OFF KAUAI COAST,,,,HAWAII,UNITED STATES OF AMERICA,22.1,1,Minute,-159.816666,1,Minute,1,North Pacific,F,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,10/11/11 0:00,,NA,NA,NA,,5/31/12 16:30,Dan Prosperi,9/17/21 8:04
3346,133164,RWB2011JUL28.03,234768,BIOPSY-CASCADIA-BAIRD,BIOPSY (PROJECTILE),NA,NA,NA,ARC,18,C,CETACEA,T tru,Tursiops,truncatus,Bottlenose dolphin,Y,Donator requested that PI request permission to use in study,2011,8,28,OFF KAUAI COAST,,,,HAWAII,UNITED STATES OF AMERICA,22.116666,1,Minute,-159.833333,1,Minute,1,North Pacific,F,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,10/11/11 0:00,,NA,NA,NA,,5/31/12 16:30,Dan Prosperi,9/17/21 8:04
3347,133165,RWB2011JUL28.04,234769,BIOPSY-CASCADIA-BAIRD,BIOPSY (PROJECTILE),NA,NA,NA,ARC,18,C,CETACEA,T tru,Tursiops,truncatus,Bottlenose dolphin,Y,Donator requested that PI request permission to use in study,2011,8,28,OFF KAUAI COAST,,,,HAWAII,UNITED STATES OF AMERICA,22.15,1,Minute,-159.85,1,Minute,1,North Pacific,M,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,10/11/11 0:00,,NA,NA,NA,,5/31/12 16:30,Dan Prosperi,9/17/21 8:04
3348,133166,RWB2011JUL28.05,234770,BIOPSY-CASCADIA-BAIRD,BIOPSY (PROJECTILE),NA,NA,NA,ARC,18,C,CETACEA,T tru,Tursiops,truncatus,Bottlenose dolphin,Y,Donator requested that PI request permission to use in study,2011,8,28,OFF KAUAI COAST,,,,HAWAII,UNITED STATES OF AMERICA,22.15,1,Minute,-159.833333,1,Minute,1,North Pacific,F,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,10/11/11 0:00,,NA,NA,NA,,5/31/12 16:30,Dan Prosperi,9/17/21 8:04
3349,133167,RWB2011JUL28.06,234771,BIOPSY-CASCADIA-BAIRD,BIOPSY (PROJECTILE),NA,NA,NA,ARC,18,C,CETACEA,T tru,Tursiops,truncatus,Bottlenose dolphin,Y,Donator requested that PI request permission to use in study,2011,8,28,OFF KAUAI COAST,,,,HAWAII,UNITED STATES OF AMERICA,22.15,1,Minute,-159.833333,1,Minute,1,North Pacific,M,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,10/11/11 0:00,,NA,NA,NA,,5/31/12 16:30,Dan Prosperi,9/17/21 8:04
3350,133181,RWB2011AUG03.01,234785,BIOPSY-CASCADIA-BAIRD,BIOPSY (PROJECTILE),NA,NA,NA,ARC,18,C,CETACEA,T tru,Tursiops,truncatus,Bottlenose dolphin,Y,Donator requested that PI request permission to use in study,2011,9,3,OFF KAUAI COAST,,,,HAWAII,UNITED STATES OF AMERICA,21.983333,1,Minute,-159.733333,1,Minute,1,North Pacific,F,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,10/11/11 0:00,,NA,NA,NA,,5/31/12 16:30,Dan Prosperi,9/17/21 8:04
3351,133182,RWB2011AUG03.02,234786,BIOPSY-CASCADIA-BAIRD,BIOPSY (PROJECTILE),NA,NA,NA,ARC,18,C,CETACEA,T tru,Tursiops,truncatus,Bottlenose dolphin,Y,Donator requested that PI request permission to use in study,2011,9,3,OFF KAUAI COAST,,,,HAWAII,UNITED STATES OF AMERICA,21.983333,1,Minute,-159.783333,1,Minute,1,North Pacific,M,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,10/11/11 0:00,,NA,NA,NA,,5/31/12 16:30,Dan Prosperi,9/17/21 8:04
3352,133183,RWB2011AUG03.03,234787,BIOPSY-CASCADIA-BAIRD,BIOPSY (PROJECTILE),NA,NA,NA,ARC,18,C,CETACEA,T tru,Tursiops,truncatus,Bottlenose dolphin,Y,Donator requested that PI request permission to use in study,2011,9,3,OFF KAUAI COAST,,,,HAWAII,UNITED STATES OF AMERICA,21.983333,1,Minute,-159.8,1,Minute,1,North Pacific,M,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,10/11/11 0:00,,NA,NA,NA,,5/31/12 16:30,Dan Prosperi,9/17/21 8:04
3353,133184,RWB2011AUG03.04,234788,BIOPSY-CASCADIA-BAIRD,BIOPSY (PROJECTILE),NA,NA,NA,ARC,18,C,CETACEA,T tru,Tursiops,truncatus,Bottlenose dolphin,Y,Donator requested that PI request permission to use in study,2011,9,3,OFF KAUAI COAST,,,,HAWAII,UNITED STATES OF AMERICA,21.983333,1,Minute,-159.8,1,Minute,1,North Pacific,M,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,10/11/11 0:00,,NA,NA,NA,,5/31/12 16:30,Dan Prosperi,9/17/21 8:04
3354,133185,RWB2011AUG03.05,234789,BIOPSY-CASCADIA-BAIRD,BIOPSY (PROJECTILE),NA,NA,NA,ARC,18,C,CETACEA,T tru,Tursiops,truncatus,Bottlenose dolphin,Y,Donator requested that PI request permission to use in study,2011,9,3,OFF KAUAI COAST,,,,HAWAII,UNITED STATES OF AMERICA,22,1,Minute,-159.8,1,Minute,1,North Pacific,M,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,10/11/11 0:00,,NA,NA,NA,,5/31/12 16:30,Dan Prosperi,9/17/21 8:04
3355,133186,RWB2011AUG03.06,234790,BIOPSY-CASCADIA-BAIRD,BIOPSY (PROJECTILE),NA,NA,NA,ARC,18,C,CETACEA,T tru,Tursiops,truncatus,Bottlenose dolphin,Y,Donator requested that PI request permission to use in study,2011,9,3,OFF KAUAI COAST,,,,HAWAII,UNITED STATES OF AMERICA,22.016666,1,Minute,-159.8,1,Minute,1,North Pacific,M,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,10/11/11 0:00,,NA,NA,NA,,5/31/12 16:30,Dan Prosperi,9/17/21 8:04
3356,133193,RWB2011AUG05.01,234797,BIOPSY-CASCADIA-BAIRD,BIOPSY (PROJECTILE),NA,NA,NA,ARC,18,C,CETACEA,T tru,Tursiops,truncatus,Bottlenose dolphin,Y,Donator requested that PI request permission to use in study,2011,9,5,OFF KAUAI COAST,,,,HAWAII,UNITED STATES OF AMERICA,20.116666,1,Minute,-159.8,1,Minute,1,North Pacific,F,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,10/11/11 0:00,,NA,NA,NA,,5/31/12 16:30,Dan Prosperi,9/17/21 8:04
2929,114559,RWB2013FEB04.03,230832,BIOPSY-HI-BAIRD,BIOPSY (PROJECTILE),NA,NA,NA,ARC,18,C,CETACEA,T tru,Tursiops,truncatus,Bottlenose dolphin,Y,Donator requested that PI request permission to use in study,2013,2,4,,,Kauai,,HAWAII,UNITED STATES OF AMERICA,22.05227,1.00E-05,DEGREE,-159.83494,1.00E-05,DEGREE,1,North Pacific,M,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,5/7/13 0:00,,NA,NA,NA,,5/7/13 12:45,Dan Prosperi,9/17/21 8:04
2930,114560,RWB2013FEB04.02,230833,BIOPSY-HI-BAIRD,BIOPSY (PROJECTILE),NA,NA,NA,ARC,18,C,CETACEA,T tru,Tursiops,truncatus,Bottlenose dolphin,Y,Donator requested that PI request permission to use in study,2013,2,4,,,Kauai,,HAWAII,UNITED STATES OF AMERICA,22.031,0.001,DEGREE,-159.82464,1.00E-05,DEGREE,1,North Pacific,F,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,5/7/13 0:00,,NA,NA,NA,,5/7/13 12:45,Dan Prosperi,9/17/21 8:04
2931,114561,RWB2013FEB04.01,230834,BIOPSY-HI-BAIRD,BIOPSY (PROJECTILE),NA,NA,NA,ARC,18,C,CETACEA,T tru,Tursiops,truncatus,Bottlenose dolphin,Y,Donator requested that PI request permission to use in study,2013,2,4,,,Kauai,,HAWAII,UNITED STATES OF AMERICA,22.01802,1.00E-05,DEGREE,-159.82395,1.00E-05,DEGREE,1,North Pacific,M,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,5/7/13 0:00,,NA,NA,NA,,5/7/13 12:45,Dan Prosperi,9/17/21 8:04
2932,114562,RWB2013FEB06.01,230835,BIOPSY-HI-BAIRD,BIOPSY (PROJECTILE),NA,NA,NA,ARC,18,C,CETACEA,T tru,Tursiops,truncatus,Bottlenose dolphin,Y,Donator requested that PI request permission to use in study,2013,2,6,,,Kauai,,HAWAII,UNITED STATES OF AMERICA,22.08063,1.00E-05,DEGREE,-159.82775,1.00E-05,DEGREE,1,North Pacific,F,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,5/7/13 0:00,,NA,NA,NA,,5/7/13 12:45,Dan Prosperi,9/17/21 8:04
2933,114563,RWB2013FEB08.03,230836,BIOPSY-HI-BAIRD,BIOPSY (PROJECTILE),NA,NA,NA,ARC,18,C,CETACEA,T tru,Tursiops,truncatus,Bottlenose dolphin,Y,Donator requested that PI request permission to use in study,2013,2,8,,,Kauai,,HAWAII,UNITED STATES OF AMERICA,22.15592,1.00E-05,DEGREE,-159.80206,1.00E-05,DEGREE,1,North Pacific,M,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,5/7/13 0:00,,NA,NA,NA,,5/7/13 12:45,Dan Prosperi,9/17/21 8:04
308,104035,ADL110829.04,227613,BIOPSY-HI-PIFSC,BIOPSY (PROJECTILE),NA,NA,NA,ARC,18,C,CETACEA,T tru,Tursiops,truncatus,Bottlenose dolphin,Y,Donator requested that PI request permission to use in study,2011,8,29,,,,,,GUAM,13.8,1,Minute,144.966666,1,Minute,1,North Pacific,M,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,1/11/12 0:00,,NA,NA,NA,,5/31/12 16:26,Dan Prosperi,9/17/21 8:04
309,108207,PIC120629.01,229804,BIOPSY-HI-PIFSC,BIOPSY (PROJECTILE),NA,NA,NA,ARC,18,C,CETACEA,T tru,Tursiops,truncatus,Bottlenose dolphin,Y,Donator requested that PI request permission to use in study,2012,6,29,,,,,,GUAM,13.4,1,Minute,144.616666,1,Minute,1,North Pacific,F,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,7/13/12 0:00,,NA,NA,NA,,7/13/12 12:43,Dan Prosperi,9/17/21 8:04
310,108208,PIC120629.02,229805,BIOPSY-HI-PIFSC,BIOPSY (PROJECTILE),NA,NA,NA,ARC,18,C,CETACEA,T tru,Tursiops,truncatus,Bottlenose dolphin,Y,Donator requested that PI request permission to use in study,2012,6,29,,,,,,GUAM,13.4,1,Minute,144.633333,1,Minute,1,North Pacific,F,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,7/13/12 0:00,,NA,NA,NA,muscle and bone possibly (hard porous bit),7/13/12 12:43,Dan Prosperi,9/17/21 8:04
855,104066,ADL110909.08,227644,BIOPSY-HI-PIFSC,BIOPSY (PROJECTILE),NA,NA,NA,ARC,18,C,CETACEA,T tru,Tursiops,truncatus,Bottlenose dolphin,Y,Donator requested that PI request permission to use in study,2011,9,9,,,,,,NORTHERN MARIANA ISLANDS,15.133333,1,Minute,145.75,1,Minute,1,North Pacific,F,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,1/11/12 0:00,,NA,NA,NA,,5/31/12 16:26,Dan Prosperi,9/17/21 8:04
856,104067,ADL110909.09,227645,BIOPSY-HI-PIFSC,BIOPSY (PROJECTILE),NA,NA,NA,ARC,18,C,CETACEA,T tru,Tursiops,truncatus,Bottlenose dolphin,Y,Donator requested that PI request permission to use in study,2011,9,9,,,,,,NORTHERN MARIANA ISLANDS,15.133333,1,Minute,145.75,1,Minute,1,North Pacific,M,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,1/11/12 0:00,,NA,NA,NA,,5/31/12 16:26,Dan Prosperi,9/17/21 8:04
857,104070,ADL110910.03,227648,BIOPSY-HI-PIFSC,BIOPSY (PROJECTILE),NA,NA,NA,ARC,18,C,CETACEA,T tru,Tursiops,truncatus,Bottlenose dolphin,Y,Donator requested that PI request permission to use in study,2011,9,10,,,,,,NORTHERN MARIANA ISLANDS,15.1,1,Minute,145.633333,1,Minute,1,North Pacific,M,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,1/11/12 0:00,,NA,NA,NA,,5/31/12 16:26,Dan Prosperi,9/17/21 8:04
859,108172,PIC20120529.02,229769,BIOPSY-HI-PIFSC,BIOPSY (PROJECTILE),NA,NA,NA,ARC,18,C,CETACEA,T tru,Tursiops,truncatus,Bottlenose dolphin,Y,Donator requested that PI request permission to use in study,2012,5,29,,,Rota,,,NORTHERN MARIANA ISLANDS,14.166666,1,Minute,145.15,1,Minute,1,North Pacific,M,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,7/13/12 0:00,,NA,NA,NA,,7/13/12 12:43,Dan Prosperi,9/17/21 8:04
860,108183,PIC120608.04,229780,BIOPSY-HI-PIFSC,BIOPSY (PROJECTILE),NA,NA,NA,ARC,18,C,CETACEA,T tru,Tursiops,truncatus,Bottlenose dolphin,Y,Donator requested that PI request permission to use in study,2012,6,8,Aguijan,,,,,NORTHERN MARIANA ISLANDS,14.783333,1,Minute,145.516666,1,Minute,1,North Pacific,M,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,7/13/12 0:00,,NA,NA,NA,half breach,7/13/12 12:43,Dan Prosperi,9/17/21 8:04
861,116858,PIC130709.01B,231825,BIOPSY-HI-PIFSC,BIOPSY (PROJECTILE),NA,NA,NA,ARC,18,C,CETACEA,T tru,Tursiops,truncatus,Bottlenose dolphin,Y,Donator requested that PI request permission to use in study,2013,7,9,1.16km NNE of Song Song Harbor,,Rota,,,NORTHERN MARIANA ISLANDS,14.190613,1.00E-06,DEGREE,145.172542,1.00E-06,DEGREE,1,North Pacific,F,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,9/17/13 0:00,,NA,NA,NA,,9/17/13 10:33,Dan Prosperi,9/17/21 8:04
862,116866,PIC130717.01B,231833,BIOPSY-HI-PIFSC,BIOPSY (PROJECTILE),NA,NA,NA,ARC,18,C,CETACEA,T tru,Tursiops,truncatus,Bottlenose dolphin,Y,Donator requested that PI request permission to use in study,2013,7,17,1km NNW of Managaha Island,,Saipan Island,,,NORTHERN MARIANA ISLANDS,15.239529,1.00E-06,DEGREE,145.694995,1.00E-06,DEGREE,1,North Pacific,M,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,9/17/13 0:00,,NA,NA,NA,tip nick,9/17/13 10:33,Dan Prosperi,9/17/21 8:04
863,116867,PIC130717.02B,231834,BIOPSY-HI-PIFSC,BIOPSY (PROJECTILE),NA,NA,NA,ARC,18,C,CETACEA,T tru,Tursiops,truncatus,Bottlenose dolphin,Y,Donator requested that PI request permission to use in study,2013,7,17,1.95km W of Garapan Jetty,,Saipan Island,,,NORTHERN MARIANA ISLANDS,15.200035,1.00E-06,DEGREE,145.692988,1.00E-06,DEGREE,1,North Pacific,M,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,9/17/13 0:00,,NA,NA,NA,tagged animal 128898,9/17/13 10:33,Dan Prosperi,9/17/21 8:04
864,116868,PIC130717.03B,231835,BIOPSY-HI-PIFSC,BIOPSY (PROJECTILE),NA,NA,NA,ARC,18,C,CETACEA,T tru,Tursiops,truncatus,Bottlenose dolphin,Y,Donator requested that PI request permission to use in study,2013,7,17,1.95km W of Garapan Jetty,,Saipan Island,,,NORTHERN MARIANA ISLANDS,15.186717,1.00E-06,DEGREE,145.688737,1.00E-06,DEGREE,1,North Pacific,M,Molecular determination: ZFX/ZFY 5' exonuclease qPCR assay developed at SWFSC.,9/17/13 0:00,,NA,NA,NA,lots of skin. perforation at base of fin. animal on left in photo,9/17/13 10:33,Dan Prosperi,9/17/21 8:04
